name,search_name,address,road_address,near_station,station_distance,total_review,"""커피가 맛있어요""","""친절해요""","""음료가 맛있어요""","""디저트가 맛있어요""","""매장이 청결해요""","""대화하기 좋아요""","""집중하기 좋아요""","""인테리어가 멋져요""","""좌석이 편해요""","""화장실이 깨끗해요""","""특별한 메뉴가 있어요""","""가성비가 좋아요""","""뷰가 좋아요""","""주차하기 편해요""","""사진이 잘 나와요""",same
매머드익스프레스 동대문종합시장점,매머드익스프레스 동대문종합시장점,종로6가,서울 종로구 종로 258 덕성빌딩,14동대문역,206m,367,2.0,54.0,72.0,26.0,14.0,4.0,1.0,2.0,1.0,2.0,15.0,6.0,3.0,,,True
작은창고21,작은창고21,면목동,서울 중랑구 동일로101길 11-21 1층,경의중앙경춘중랑역,898m,28,,9.0,,,7.0,,,6.0,,2.0,4.0,5.0,,,,True
커파커피,커파커피,역촌동,서울 은평구 진흥로9길 21 행복주택 B02호,6역촌역,318m,98,69.0,55.0,25.0,55.0,30.0,21.0,19.0,20.0,,11.0,20.0,10.0,,,2.0,True
무인카페릴라,무인카페릴라,신정동,서울 양천구 목동서로 400,2신정네거리역,487m,45,20.0,,4.0,2.0,11.0,2.0,3.0,,1.0,,1.0,14.0,,,,True
카페 인중독종로2가점,카페인중독 종로2가점,종로2가,서울 종로구 종로 69,1종각역,185m,137,62.0,52.0,54.0,69.0,28.0,9.0,5.0,5.0,5.0,2.0,26.0,49.0,,2.0,8.0,False
둥둥마카롱,둥둥마카롱,장안동,,,,35,11.0,10.0,7.0,21.0,5.0,,,2.0,,,6.0,8.0,,1.0,1.0,True
동그라미병과점,동그라미병과점,중곡동,서울 광진구 용마산로5길 78 1충 동그라미병과점,57군자역,387m,37,11.0,14.0,13.0,33.0,6.0,,,,,,14.0,3.0,,,1.0,True
카페84,카페84,쌍문동,서울 도봉구 해등로17길 6,14창동역,936m,44,26.0,14.0,9.0,3.0,11.0,5.0,3.0,3.0,2.0,2.0,1.0,5.0,,,1.0,True
오슬랑커피,오슬랑커피 신금호역점,금호동1가,서울 성동구 금호로 152,5신금호역,4m,443,4.0,69.0,88.0,22.0,40.0,10.0,4.0,4.0,1.0,4.0,16.0,1.0,4.0,1.0,1.0,False
홍s쥬스&커피,홍's 쥬스&커피,용두동,서울 동대문구 왕산로22길 11 1층,1제기동역,87m,23,11.0,6.0,3.0,1.0,4.0,,,1.0,,,1.0,5.0,,,1.0,False
이디야커피 가오리역점,이디야커피 가오리역점,수유동,서울 강북구 삼각산로 108 이디야가오리역점,우이신설가오리역,110m,371,1.0,81.0,64.0,47.0,99.0,44.0,31.0,33.0,41.0,14.0,7.0,44.0,8.0,,9.0,True
빽다방 성수뚝도점,빽다방 성수뚝도점,성수동2가,서울 성동구 뚝섬로 395 1층,2성수역,635m,468,7.0,8.0,2.0,39.0,2.0,4.0,4.0,6.0,3.0,1.0,18.0,9.0,4.0,,4.0,True
루트비커피 시청점,루트비커피 시청점,서소문동,서울 중구 서소문로 125 1층,12시청역,73m,317,8.0,67.0,61.0,15.0,35.0,12.0,4.0,18.0,14.0,6.0,10.0,91.0,1.0,,4.0,True
청년다방 아차산역점,청년다방 아차산역점,구의동,서울 광진구 천호대로 671,5아차산역,55m,116,,25.0,,,8.0,,,2.0,,1.0,9.0,19.0,,1.0,,True
인스커피,인스커피,논현동,서울 강남구 논현로111길 22 101호,9언주역,151m,32,27.0,16.0,15.0,15.0,12.0,4.0,1.0,6.0,1.0,,2.0,3.0,,,1.0,True
빽다방 석촌고분역점,빽다방 석촌고분역점,삼전동,서울 송파구 백제고분로 257,9석촌고분역,153m,377,7.0,62.0,87.0,29.0,30.0,4.0,2.0,6.0,4.0,1.0,8.0,8.0,,,1.0,True
카페라움,카페라움,길동,서울 강동구 양재대로110길 3 1층,5길동역,230m,129,69.0,66.0,51.0,50.0,37.0,23.0,7.0,32.0,12.0,2.0,23.0,22.0,1.0,3.0,17.0,True
해머스미스커피,해머스미스커피 건대영존점,화양동,서울 광진구 능동로 110 지하1층 B101호,27건대입구역,40m,172,8.0,54.0,35.0,6.0,27.0,16.0,3.0,23.0,7.0,,9.0,37.0,4.0,1.0,6.0,False
88-1커피,88-1커피,가락동,서울 송파구 중대로9길 33,38가락시장역,445m,167,0.0,61.0,43.0,19.0,31.0,20.0,4.0,14.0,9.0,2.0,16.0,43.0,3.0,,5.0,True
카페베네 논현역점,카페베네 논현역점,논현동,서울 강남구 강남대로 556,7신분당논현역,7m,245,9.0,36.0,42.0,46.0,57.0,53.0,26.0,51.0,46.0,6.0,13.0,21.0,24.0,3.0,8.0,True
대박커피 마포점,대박커피 마포점,도화동,서울 마포구 마포대로 63-8 제지하1층 68호,5마포역,338m,28,12.0,6.0,6.0,2.0,,,,,,,1.0,15.0,,,,True
카페 NOAH,카페노아,목동,,,,44,26.0,18.0,20.0,19.0,11.0,4.0,7.0,16.0,6.0,3.0,12.0,12.0,3.0,,5.0,False
빽다방 장위뉴타운점,빽다방 장위뉴타운점,장위동,,,,561,8.0,83.0,2.0,56.0,4.0,44.0,9.0,24.0,13.0,14.0,25.0,3.0,3.0,6.0,5.0,True
누누커피,누누커피,삼성동,서울 강남구 봉은사로 524 오크우드호텔 코엑스 별관 지하2층,9삼성중앙역,385m,254,8.0,44.0,49.0,46.0,53.0,36.0,7.0,28.0,27.0,3.0,15.0,5.0,2.0,6.0,8.0,True
카페 EONIST,카페 어니스트,신문로1가,서울 종로구 새문안로 92 광화문 오피시아빌딩 지하1층 카페 eonist,5광화문역,172m,51,31.0,18.0,19.0,16.0,7.0,5.0,,5.0,1.0,,4.0,9.0,1.0,,3.0,False
컴포즈커피 대치한티점,컴포즈커피 대치한티점,대치동,서울 강남구 선릉로 312 1층 2호,수인분당한티역,167m,372,7.0,91.0,83.0,29.0,20.0,2.0,1.0,6.0,2.0,,21.0,1.0,,,1.0,True
카페 351,카페351,동자동,서울 용산구 한강대로 351 2층,14공항경의중앙서울역,322m,84,48.0,31.0,33.0,47.0,13.0,8.0,9.0,20.0,3.0,4.0,22.0,7.0,5.0,,8.0,False
메가커피북한산 정릉점,메가MGC커피 북한산정릉점,정릉동,서울 성북구 보국문로 167 산장아파트상가 1층,우이신설북한산보국문역,695m,383,1.0,55.0,95.0,32.0,44.0,22.0,7.0,6.0,26.0,6.0,8.0,0.0,1.0,,,False
광자커피 천호점,광자커피 천호점,천호동,서울 강동구 올림픽로77길 14 1층,58천호역,477m,48,28.0,13.0,13.0,22.0,6.0,,1.0,9.0,,,6.0,8.0,,,1.0,True
카페운,카페 운,효창동,,,,72,42.0,19.0,34.0,37.0,14.0,14.0,3.0,25.0,1.0,2.0,18.0,13.0,2.0,,12.0,False
위버커피,위버커피 본점,봉천동,서울 관악구 관악로 195 관악위버폴리스 A동 1층 위버커피,2서울대입구역,177m,173,1.0,22.0,31.0,14.0,16.0,20.0,10.0,6.0,8.0,2.0,3.0,21.0,1.0,3.0,1.0,False
포트캔커피 수유점,포트캔커피 수유점,수유동,서울 강북구 도봉로77길 31,우이신설화계역,380m,185,6.0,40.0,46.0,35.0,10.0,11.0,,7.0,2.0,2.0,13.0,39.0,1.0,2.0,1.0,True
헤브앤커피,헤브앤커피,수유동,서울 강북구 도봉로97길 39 1층,4수유역,646m,25,16.0,14.0,8.0,5.0,3.0,3.0,2.0,5.0,2.0,1.0,,3.0,1.0,,3.0,True
공차외대,공차 한국외대점,이문동,서울 동대문구 휘경로5길 3,1외대앞역,52m,442,,83.0,1.0,24.0,53.0,17.0,21.0,12.0,34.0,1.0,30.0,16.0,3.0,,5.0,False
컴포즈커피 군자점,컴포즈커피 군자점,군자동,서울 광진구 군자로 184 101호,57군자역,124m,686,6.0,2.0,8.0,67.0,80.0,23.0,13.0,15.0,16.0,4.0,37.0,8.0,10.0,3.0,8.0,True
디프커피,디프커피,봉천동,서울 관악구 솔밭로 10 1층,2낙성대역,141m,52,34.0,11.0,11.0,17.0,15.0,5.0,6.0,7.0,1.0,4.0,6.0,7.0,,,2.0,True
반달커피서울 마곡점,반달커피 서울마곡점,마곡동,서울 강서구 공항대로 194 12차동 1층 111호 반달커피 서울마곡점,5마곡역,138m,98,42.0,34.0,38.0,28.0,34.0,4.0,2.0,19.0,7.0,4.0,9.0,15.0,2.0,6.0,16.0,False
빽다방 신정네거리점,빽다방 신정네거리점,신정동,서울 양천구 중앙로 276 1층,2신정네거리역,10m,297,7.0,43.0,80.0,36.0,29.0,5.0,4.0,4.0,6.0,3.0,23.0,89.0,,1.0,4.0,True
카페 그리닝봉천점,카페그리닝 샌드위치&샐러드 봉천점,봉천동,서울 관악구 남부순환로 1802,2서울대입구역,173m,59,12.0,9.0,11.0,24.0,1.0,1.0,,,,1.0,15.0,8.0,,1.0,1.0,False
카페알린,카페알린,내발산동,서울 강서구 강서로47길 19 발산상가1층 카페알린,5우장산역,453m,18,6.0,6.0,5.0,3.0,1.0,,1.0,3.0,,1.0,4.0,1.0,1.0,,1.0,True
더벤티 문래점,더벤티 문래점,문래동3가,서울 영등포구 선유로 76 103호,2문래역,561m,483,5.0,65.0,1.0,29.0,25.0,10.0,3.0,7.0,8.0,3.0,31.0,9.0,3.0,1.0,7.0,True
바마커피,바마커피,둔촌동,서울 송파구 백제고분로 490,9한성백제역,258m,19,10.0,6.0,4.0,1.0,7.0,,,1.0,,1.0,,7.0,,,,True
카페코브,카페코브,석촌동,,,,41,24.0,18.0,13.0,27.0,9.0,6.0,7.0,13.0,,3.0,6.0,2.0,2.0,1.0,6.0,True
복래로커피,복래로커피,망원동,서울 마포구 월드컵로23길 18 102호,6망원역,325m,65,54.0,40.0,36.0,34.0,4.0,9.0,3.0,4.0,,2.0,7.0,29.0,,,1.0,True
여유로우니,여유로우니,망원동,서울 마포구 방울내로 54 1층,6마포구청역,597m,18,10.0,7.0,2.0,4.0,2.0,3.0,2.0,1.0,4.0,2.0,,3.0,,,,True
빽다방 수락산역점,빽다방 수락산역점,상계동,서울 노원구 동일로 1701 103호,7수락산역,130m,409,9.0,7.0,5.0,43.0,54.0,5.0,3.0,4.0,5.0,1.0,24.0,4.0,2.0,1.0,2.0,True
어라운드시소,어라운드 시소,통의동,서울 종로구 자하문로6길 10 어라운드시소,3경복궁역,249m,383,2.0,0.0,1.0,98.0,67.0,97.0,13.0,4.0,17.0,14.0,39.0,32.0,65.0,,73.0,False
메가엠지씨커피월곡 이마트점,메가MGC커피 월곡이마트점,하월곡동,서울 성북구 종암로 167 1층,4길음역,641m,569,5.0,96.0,6.0,55.0,52.0,23.0,7.0,16.0,21.0,7.0,17.0,8.0,10.0,8.0,7.0,False
엠와이씨,myc,누하동,서울 종로구 필운대로5길 13 1층,3경복궁역,600m,43,36.0,14.0,7.0,15.0,13.0,8.0,3.0,13.0,,7.0,6.0,2.0,9.0,,2.0,False
컴포즈커피 암사역점,컴포즈커피 암사역점,천호동,서울 강동구 올림픽로 770 105호,8암사역,7m,349,9.0,82.0,78.0,19.0,29.0,6.0,1.0,5.0,4.0,,11.0,4.0,,,2.0,True
벨카페,벨카페,중곡동,서울 광진구 능동로 443 1층 벨카페,7중곡역,213m,67,40.0,29.0,23.0,14.0,18.0,10.0,4.0,22.0,4.0,5.0,4.0,5.0,,,14.0,True
아이키친 강남점,아이키친 강남점,세곡동,,,,17,8.0,4.0,3.0,2.0,5.0,3.0,,4.0,,1.0,3.0,2.0,,1.0,1.0,True
메가커피 명보사거리점,메가MGC커피 명보사거리점,초동,서울 중구 마른내로 42-1,23을지로3가역,128m,595,8.0,71.0,5.0,42.0,34.0,15.0,2.0,6.0,7.0,4.0,16.0,1.0,4.0,1.0,3.0,False
카페 오메가,카페오메가,명일동,서울 강동구 명일로 375 삼익그린2차상가 1층 18호,5고덕역,593m,24,20.0,16.0,10.0,8.0,4.0,,,2.0,,1.0,6.0,12.0,,5.0,,False
썬앤문SUN&MOON,cafe.썬앤문,삼전동,서울 송파구 삼전로8길 10,9삼전역,228m,27,5.0,13.0,5.0,8.0,9.0,1.0,,3.0,2.0,,3.0,9.0,,,1.0,False
디저트39 당산역점,디저트39 당산역점,당산동5가,서울 영등포구 당산로 214,29당산역,22m,108,26.0,21.0,34.0,43.0,19.0,3.0,,5.0,1.0,,13.0,12.0,2.0,1.0,2.0,True
더리터 상도점,더리터 서울상도점,상도동,서울 동작구 국사봉길 74,7신대방삼거리역,425m,216,4.0,57.0,50.0,9.0,30.0,2.0,,8.0,1.0,,6.0,59.0,,,,False
더치앤빈흑리단길점,더치앤빈 흑리단길점,흑석동,서울 동작구 서달로14길 40,9흑석역,165m,136,74.0,45.0,23.0,12.0,21.0,8.0,10.0,12.0,8.0,1.0,11.0,23.0,2.0,,2.0,False
임세츨링,임세츨링39,신정동,서울 양천구 신목로6길 36-3 메종드시엘 1층,5오목교역,365m,64,,33.0,,,17.0,,,24.0,,14.0,24.0,5.0,1.0,,,False
아고커피로스터스,아고커피로스터스,가락동,서울 송파구 문정로13길 11-12 1층 102호(가락동),5개롱역,641m,30,30.0,20.0,4.0,,12.0,,,12.0,,,3.0,,,,,True
영다방 중화역점,영다방 중화역점,중화동,서울 중랑구 봉화산로 30 1층,7중화역,195m,73,47.0,39.0,18.0,12.0,26.0,1.0,1.0,9.0,1.0,1.0,11.0,38.0,,,3.0,True
고망고 숙대입구점,고망고 숙대입구점,청파동3가,서울 용산구 청파로 273 1층,4숙대입구역,181m,40,,1.0,37.0,,1.0,,,,,,3.0,10.0,,,,True
컴앤쉽,컴앤쉽,논현동,서울 강남구 강남대로124길 45 1층 Come N' Sip,7신분당논현역,386m,141,0.0,92.0,51.0,34.0,53.0,28.0,7.0,85.0,4.0,1.0,25.0,16.0,3.0,,42.0,True
반달커피서울 화곡점,반달커피 서울화곡점,화곡동,서울 강서구 곰달래로 189 101호,25까치산역,724m,16,7.0,5.0,4.0,4.0,5.0,,,3.0,1.0,,2.0,3.0,1.0,,2.0,False
알리바바커피 답십리점,알리바바 커피 답십리점,답십리동,,,,64,37.0,19.0,17.0,9.0,14.0,5.0,2.0,2.0,3.0,3.0,3.0,22.0,,1.0,,False
카페 아조지,아조지cafe,방배동,서울 서초구 전원말4길 1 104호,4남태령역,194m,38,13.0,9.0,12.0,5.0,7.0,5.0,4.0,5.0,5.0,3.0,5.0,10.0,1.0,,1.0,False
매머드익스프레스우장산 롯데캐슬점,매머드익스프레스 우장산롯데캐슬점,화곡동,서울 강서구 공항대로 382 제상가동 제1층 제106호,9가양역,741m,419,2.0,40.0,72.0,19.0,38.0,2.0,3.0,4.0,,2.0,2.0,2.0,4.0,,,False
카페 스윗리버,스윗리버,보문동4가,서울 성북구 보문로 82-13 1층,6우이신설보문역,349m,55,28.0,12.0,12.0,32.0,14.0,6.0,3.0,8.0,3.0,4.0,12.0,,13.0,,12.0,False
라이터스커피,라이터스 커피,상계동,서울 노원구 동일로239길 65 1층,7수락산역,529m,23,12.0,7.0,4.0,3.0,5.0,6.0,4.0,4.0,,2.0,3.0,3.0,1.0,,3.0,False
카페안온,카페 안온,노고산동,서울 마포구 고산길 19 1층,2신촌역,241m,58,38.0,17.0,13.0,25.0,15.0,10.0,8.0,11.0,2.0,7.0,12.0,2.0,1.0,,8.0,False
포트캔커피 삼양사거리점,포트캔커피 삼양사거리점,미아동,서울 강북구 삼양로27길 35-21 109호,우이신설삼양사거리역,524m,168,8.0,34.0,39.0,16.0,25.0,9.0,1.0,5.0,3.0,3.0,10.0,35.0,8.0,3.0,1.0,True
매머드익스프레스용산푸르지오써밋점,매머드익스프레스 용산푸르지오써밋점,한강로2가,서울 용산구 한강대로 69,4신용산역,230m,108,60.0,26.0,18.0,5.0,8.0,4.0,1.0,3.0,1.0,,3.0,37.0,2.0,,2.0,False
해머스미스커피양재믿음점,해머스미스커피 양재믿음점,서초동,서울 서초구 서운로 6 102호,3신분당양재역,329m,432,4.0,68.0,59.0,30.0,47.0,23.0,7.0,27.0,10.0,2.0,18.0,63.0,7.0,2.0,17.0,False
커피100컵,마리앤마사 정자본점,역삼동,경기 성남시 분당구 정자일로 100 미켈란쉐르빌 104호,수인분당신분당정자역,820m,31,1.0,7.0,2.0,,4.0,,,,,,4.0,3.0,,,,False
크로플각,크로플각,돈암동,서울 성북구 동소문로 179-48,4길음역,733m,59,19.0,18.0,11.0,40.0,1.0,,1.0,,1.0,,11.0,7.0,,1.0,,True
호텔아르마딜로커피,호텔 아르마딜로 커피,상수동,서울 마포구 독막로 67 1층 일부,6상수역,157m,39,29.0,23.0,7.0,14.0,5.0,1.0,,10.0,,,16.0,11.0,3.0,,4.0,False
쥬씨 연신내점,쥬씨 연신내점,갈현동,서울 은평구 연서로29길 9,36연신내역,203m,37,,6.0,25.0,1.0,1.0,,,,,,2.0,10.0,,1.0,,True
식스프레소 서울강서점,매머드커피익스프레스 양천향교역점,마곡동,서울 강서구 강서로 455,9양천향교역,209m,622,9.0,79.0,0.0,20.0,86.0,11.0,7.0,27.0,10.0,2.0,18.0,0.0,9.0,4.0,7.0,False
아오스요거트,아오스요거트,성수동2가,서울 광진구 능동로 153,7어린이대공원역,308m,417,37.0,61.0,27.0,6.0,87.0,38.0,10.0,48.0,21.0,4.0,5.0,41.0,2.0,,12.0,True
심풀,심풀,논현동,서울 강남구 학동로33길 40 심풀,7학동역,310m,169,58.0,33.0,49.0,73.0,23.0,10.0,4.0,11.0,6.0,3.0,19.0,14.0,2.0,2.0,4.0,True
드롭탑 마곡파인스퀘어점,드롭탑 마곡파인스퀘어점,마곡동,서울 강서구 마곡중앙4로 22 A동 127호,5마곡역,244m,69,48.0,19.0,8.0,10.0,11.0,4.0,1.0,2.0,1.0,,2.0,5.0,,3.0,2.0,True
스텀프커피,스텀프커피,문래동3가,서울 영등포구 당산로 47 1층 stump,2문래역,27m,213,7.0,40.0,63.0,38.0,42.0,19.0,12.0,49.0,4.0,1.0,8.0,21.0,11.0,2.0,10.0,True
어썸밀,어썸밀,방화동,서울 강서구 개화동로23길 27 1층,9공항시장역,549m,64,23.0,23.0,13.0,25.0,24.0,5.0,6.0,14.0,3.0,5.0,15.0,6.0,2.0,1.0,8.0,True
바이러닉에스프레소바,바이러닉 에스프레소 바 합정 본점,합정동,서울 마포구 독막로 46 1층,6상수역,380m,177,0.0,70.0,43.0,96.0,41.0,25.0,7.0,49.0,,,55.0,10.0,4.0,1.0,40.0,False
아타보이,아따보이,상암동,경기 시흥시 비둘기공원6길 16 105호,서해신천역,574m,49,30.0,12.0,9.0,10.0,6.0,6.0,2.0,6.0,,3.0,3.0,1.0,,,2.0,False
와플소녀,와플소녀,중곡동,서울 광진구 용마산로22길 12,7중곡역,508m,32,1.0,29.0,6.0,23.0,10.0,4.0,2.0,12.0,5.0,,7.0,13.0,1.0,,,True
달복디저트,달복디저트,문정동,서울 송파구 새말로 161 1층,8문정역,901m,41,15.0,19.0,12.0,34.0,14.0,1.0,7.0,7.0,1.0,,12.0,11.0,,2.0,3.0,True
아아수혈 강동점,아아수혈 강동점,명일동,서울 강동구 양재대로128길 9,5굽은다리역,121m,43,10.0,13.0,8.0,10.0,7.0,1.0,,2.0,1.0,1.0,9.0,10.0,,1.0,,True
펠어커피잠실본동,펠어커피 잠실본동점,잠실동,서울 송파구 올림픽로12길 62 2층,9삼전역,475m,108,71.0,46.0,51.0,42.0,23.0,14.0,12.0,14.0,11.0,,19.0,20.0,1.0,,3.0,False
혼디브루잉스테이션,혼디브루잉스테이션,개포동,,,,94,65.0,29.0,25.0,25.0,20.0,14.0,10.0,14.0,17.0,6.0,19.0,13.0,1.0,9.0,3.0,True
아임요거트 은평점,아임요거트&아이스크림 은평점,불광동,서울 은평구 갈현로 247 1층 4호,36연신내역,618m,32,4.0,13.0,5.0,24.0,9.0,1.0,,,,,11.0,2.0,,,,False
디저트잇수,디저트잇수,방배동,서울 서초구 서초대로1길 6 1층 102호,47이수역,129m,64,15.0,31.0,7.0,52.0,18.0,2.0,,12.0,,,18.0,9.0,2.0,,9.0,True
오우야에스프레소바 해방촌점,오우야 에스프레소바 해방촌점,용산동2가,서울 용산구 신흥로3길 3 1층,6녹사평역,626m,134,7.0,30.0,22.0,5.0,30.0,9.0,2.0,11.0,,2.0,17.0,18.0,1.0,,8.0,False
설래임엔씨 강서점,설래임 엔씨강서점,등촌동,서울 강서구 강서로56길 17 9층,5발산역,180m,254,5.0,63.0,67.0,90.0,43.0,31.0,4.0,12.0,12.0,2.0,26.0,30.0,3.0,14.0,4.0,False
허그댕댕,허그댕댕,창신동,서울 종로구 지봉로 81 1층 111호,6창신역,203m,13,,8.0,,,1.0,,,,,,,,,,,True
러브올디저트,러브올디저트,천호동,서울 강동구 천호대로157길 44 2층,58천호역,354m,192,84.0,55.0,66.0,4.0,74.0,25.0,6.0,65.0,7.0,,38.0,6.0,2.0,2.0,39.0,True
유니드마이요거트 신사점,유니드마이요거트 신사점,신사동,서울 강남구 강남대로162길 27-6,3신분당신사역,568m,18,1.0,4.0,2.0,8.0,3.0,,,4.0,1.0,,6.0,,,1.0,1.0,True
카페블루,카페블루,역삼동,,,,49,21.0,11.0,10.0,4.0,4.0,11.0,1.0,1.0,5.0,1.0,2.0,9.0,1.0,3.0,1.0,True
사로커피스탠드,사로커피스탠드,신림동,서울 관악구 신사로20길 75,2신대방역,628m,13,12.0,9.0,6.0,5.0,7.0,,,1.0,,,4.0,2.0,,,2.0,True
범표원두,범표원두 양재점,양재동,서울 서초구 논현로17길 19,신분당양재시민의숲역,963m,111,87.0,27.0,28.0,5.0,8.0,,1.0,7.0,,2.0,12.0,4.0,2.0,,1.0,False
오우야에스프레소바마곡 나루점,오우야 에스프레소바 마곡나루점,마곡동,서울 강서구 마곡중앙로 161-22 B동 117호,9공항마곡나루역,253m,404,2.0,74.0,73.0,32.0,84.0,15.0,5.0,44.0,8.0,3.0,2.0,39.0,19.0,14.0,21.0,False
꾸꾸네,꾸꾸네,신도림동,서울 구로구 신도림로19길 7 113호 성광빌딩,2도림천역,600m,16,3.0,6.0,1.0,10.0,5.0,,,,,,8.0,3.0,,,1.0,True
아로마티카,아로마티카 제로스테이션 신사,신사동,서울 강남구 도산대로1길 62 1층,3신분당신사역,562m,42,1.0,26.0,7.0,,24.0,10.0,5.0,18.0,1.0,,6.0,5.0,4.0,1.0,6.0,False
79파운야드 목동41타워점,79파운야드 목동 41타워점,목동,"서울 양천구 목동동로 293 목동, 현대41타워 1-44~46호",5오목교역,357m,280,7.0,55.0,72.0,,36.0,26.0,3.0,91.0,2.0,1.0,30.0,10.0,8.0,8.0,32.0,False
니에르,니에르커피,면목동,서울 중랑구 면목로56길 61 1층,7사가정역,537m,15,8.0,13.0,2.0,6.0,2.0,,,7.0,1.0,,2.0,9.0,,,3.0,False
매머드익스프레스봉은사로 선정릉점,매머드익스프레스 봉은사로 선정릉점,삼성동,서울 강남구 봉은사로 438 1층,9수인분당선정릉역,309m,386,1.0,56.0,77.0,13.0,40.0,6.0,5.0,13.0,2.0,1.0,25.0,1.0,4.0,,2.0,False
매머드익스프레스 종로숭인점,매머드익스프레스 종로숭인점,숭인동,서울 종로구 난계로29길 28 1층 코너,12우이신설신설동역,299m,299,6.0,48.0,57.0,10.0,34.0,4.0,5.0,8.0,5.0,2.0,7.0,0.0,1.0,2.0,4.0,True
에어리가든,에어리가든,문정동,서울 강서구 곰달래로25길 5 1층 에어리가든 카페,25까치산역,261m,61,43.0,33.0,37.0,1.0,15.0,2.0,3.0,11.0,,3.0,24.0,8.0,1.0,,2.0,True
니드스윗 송파점,니드스윗,송파동,서울 송파구 백제고분로45길 22-1 1층,9송파나루역,318m,79,33.0,16.0,14.0,52.0,6.0,12.0,2.0,17.0,1.0,,11.0,1.0,,,3.0,False
안암카페더보일,안암카페 더보일,안암동5가,서울 성북구 고려대로28길 17-3 해랑빌딩 1층 더보일,6안암역,168m,149,85.0,31.0,13.0,1.0,34.0,24.0,14.0,59.0,3.0,5.0,22.0,1.0,3.0,5.0,14.0,False
비비커피,비비커피,사당동,,,,229,5.0,27.0,35.0,56.0,33.0,28.0,23.0,53.0,17.0,7.0,6.0,22.0,22.0,11.0,14.0,True
"오늘은,마카롱",오늘은 마카롱,신내동,서울 중랑구 신내로 65-2,경의중앙경춘망우역,868m,44,14.0,16.0,5.0,29.0,12.0,,,1.0,,1.0,3.0,9.0,,,2.0,False
차눙 등촌본점,차눙 등촌본점,등촌동,서울 강서구 화곡로68길 91 1층 차눙 등촌본점,9증미역,259m,133,,56.0,95.0,96.0,31.0,,,2.0,,,51.0,52.0,1.0,,1.0,True
일레브커피,일레브커피,동소문동3가,"서울 성북구 동소문로 52 1, 2층",4한성대입구역,454m,128,61.0,49.0,35.0,32.0,40.0,23.0,29.0,18.0,5.0,21.0,8.0,4.0,17.0,,3.0,True
글투커피 뱅뱅사거리점,글투커피 뱅뱅사거리점,역삼동,서울 강남구 도곡로1길 7 1층,3신분당양재역,719m,99,73.0,17.0,32.0,16.0,16.0,1.0,1.0,15.0,1.0,,10.0,6.0,1.0,,6.0,True
메가엠지씨커피 장안중앙점,메가MGC커피 장안중앙점,장안동,서울 동대문구 장한로 58 1층,5장한평역,561m,788,5.0,7.0,6.0,45.0,82.0,40.0,15.0,14.0,36.0,8.0,22.0,5.0,8.0,7.0,10.0,False
닉슈타인커피,닉슈타인커피,둔촌동,서울 강동구 천호대로 1178 1층 닉슈타인커피,5길동역,665m,73,53.0,27.0,10.0,8.0,15.0,12.0,6.0,20.0,5.0,1.0,5.0,3.0,1.0,1.0,1.0,True
서서울,서서울,신월동,,,,43,29.0,9.0,8.0,6.0,4.0,1.0,,1.0,,,1.0,3.0,1.0,,1.0,True
한나네,한나네,명일동,서울 강동구 동남로67길 44 1층 103호,5고덕역,769m,40,25.0,18.0,18.0,10.0,15.0,7.0,4.0,15.0,2.0,,4.0,6.0,,,10.0,True
깡철이,깡철이,서초동,서울 서초구 서초중앙로 49 제1층 104호,3남부터미널역,168m,44,30.0,15.0,22.0,1.0,11.0,,,1.0,,,6.0,13.0,1.0,,,True
헤이즐넛버터,헤이즐넛버터,회기동,서울 동대문구 경희대로3길 27 1층,1경의중앙경춘회기역,791m,110,30.0,24.0,19.0,64.0,23.0,7.0,2.0,29.0,2.0,6.0,17.0,5.0,1.0,,17.0,True
